
---------- Begin Simulation Statistics ----------
simSeconds                                   0.045443                       # Number of seconds simulated (Second)
simTicks                                  45442908500                       # Number of ticks simulated (Tick)
finalTick                                 45442908500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    593.20                       # Real time elapsed on the host (Second)
hostTickRate                                 76606472                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8542104                       # Number of bytes of host memory used (Byte)
simInsts                                     90635737                       # Number of instructions simulated (Count)
simOps                                      106283627                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   152791                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     179170                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         90885818                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       116256305                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   158767                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      112868247                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  88989                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             10131444                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          25976202                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               21150                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            86079722                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.311206                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.797152                       # Number of insts issued each cycle (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     66.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead     19779638     18.61%     85.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite     15399330     14.49%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total    106283627                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples       3977183                       # number cycles where commit BW limit reached (Cycle)
system.cpu.dcache.demandHits::cpu.data       33269824                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total          33269824                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data      33269824                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total         33269824                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data        53948                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total           53948                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data        53948                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total          53948                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data   1537802496                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total   1537802496                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data   1537802496                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total   1537802496                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data     33323772                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total      33323772                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data     33323772                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total     33323772                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.001619                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.001619                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.001619                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.001619                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 28505.273523                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 28505.273523                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 28505.273523                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 28505.273523                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs          729                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs           13                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      56.076923                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks        17558                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total             17558                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data        25182                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total         25182                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data        25182                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total        25182                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data        28766                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total        28766                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data        28766                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total        28766                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data   1165370499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total   1165370499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data   1165370499                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total   1165370499                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.000863                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.000863                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.000863                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.000863                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 40512.080199                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 40512.080199                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 40512.080199                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 40512.080199                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                  28254                       # number of replacements (Count)
system.cpu.dcache.LoadLockedReq.hits::cpu.data        63834                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.hits::total        63834                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.misses::cpu.data            3                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.misses::total            3                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.missLatency::cpu.data       461500                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.missLatency::total       461500                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.accesses::cpu.data        63837                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.accesses::total        63837                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.missRate::cpu.data     0.000047                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.missRate::total     0.000047                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.avgMissLatency::cpu.data 153833.333333                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.avgMissLatency::total 153833.333333                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.mshrHits::cpu.data            3                       # number of LoadLockedReq MSHR hits (Count)
system.cpu.dcache.LoadLockedReq.mshrHits::total            3                       # number of LoadLockedReq MSHR hits (Count)
system.cpu.dcache.ReadReq.hits::cpu.data     18909874                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.hits::total        18909874                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.misses::cpu.data        40778                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.misses::total         40778                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.missLatency::cpu.data    545663500                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.missLatency::total    545663500                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.accesses::cpu.data     18950652                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.accesses::total     18950652                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.missRate::cpu.data     0.002152                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.missRate::total     0.002152                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMissLatency::cpu.data 13381.320810                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMissLatency::total 13381.320810                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.mshrHits::cpu.data        24029                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrHits::total        24029                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrMisses::cpu.data        16749                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMisses::total        16749                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMissLatency::cpu.data    230248500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissLatency::total    230248500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissRate::cpu.data     0.000884                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.mshrMissRate::total     0.000884                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMshrMissLatency::cpu.data 13746.999821                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMshrMissLatency::total 13746.999821                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.StoreCondReq.hits::cpu.data        63564                       # number of StoreCondReq hits (Count)
system.cpu.dcache.StoreCondReq.hits::total        63564                       # number of StoreCondReq hits (Count)
system.cpu.dcache.StoreCondReq.accesses::cpu.data        63564                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu.dcache.StoreCondReq.accesses::total        63564                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.hits::cpu.data     14359950                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.hits::total       14359950                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.misses::cpu.data        13170                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.misses::total        13170                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.missLatency::cpu.data    992138996                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.missLatency::total    992138996                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.accesses::cpu.data     14373120                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.accesses::total     14373120                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.missRate::cpu.data     0.000916                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.missRate::total     0.000916                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMissLatency::cpu.data 75333.257099                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMissLatency::total 75333.257099                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.mshrHits::cpu.data         1153                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrHits::total         1153                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrMisses::cpu.data        12017                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMisses::total        12017                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMissLatency::cpu.data    935121999                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissLatency::total    935121999                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissRate::cpu.data     0.000836                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.mshrMissRate::total     0.000836                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMshrMissLatency::cpu.data 77816.593076                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMshrMissLatency::total 77816.593076                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED  45442908500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.tags.tagsInUse           508.515663                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs             33425988                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs              28766                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs            1161.996385                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick              161000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data   508.515663                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.993195                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.993195                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           30                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1           43                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::2          233                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::3          134                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::4           72                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses           66931112                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses          66931112                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  45442908500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                 58196550                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles               3716283                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                  23036805                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles                537996                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                 592088                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved              8625598                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                153198                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts              120488550                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts                651297                       # Number of squashed instructions handled by decode (Count)
system.cpu.fetch.icacheStallCycles           60219930                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu.fetch.insts                      105749874                       # Number of instructions fetch has processed (Count)
system.cpu.fetch.branches                    21688944                       # Number of branches that fetch encountered (Count)
system.cpu.fetch.predictedBranches           12026435                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                      25114478                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                 1490408                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                   13                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles            36                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles           61                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                  17252011                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                485270                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples           86079722                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.437177                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             2.681419                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                 61754162     71.74%     71.74% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                  2751258      3.20%     74.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                  3239356      3.76%     78.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                  2542559      2.95%     81.65% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                  1866645      2.17%     83.82% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                  2182192      2.54%     86.36% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                  2093540      2.43%     88.79% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                  1284748      1.49%     90.28% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                  8365262      9.72%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total             86079722                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.branchRate                  0.238639                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetch.rate                        1.163546                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.icache.demandHits::cpu.inst       15040472                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total          15040472                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst      15040472                       # number of overall hits (Count)
system.cpu.icache.overallHits::total         15040472                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst      2211539                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total         2211539                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst      2211539                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total        2211539                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst  28634574497                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total  28634574497                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst  28634574497                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total  28634574497                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst     17252011                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total      17252011                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst     17252011                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total     17252011                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.128190                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.128190                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.128190                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.128190                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 12947.804446                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 12947.804446                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 12947.804446                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 12947.804446                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         1620                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           23                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      70.434783                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks      2154650                       # number of writebacks (Count)
system.cpu.icache.writebacks::total           2154650                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst        56394                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total         56394                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst        56394                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total        56394                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      2155145                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      2155145                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      2155145                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      2155145                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  26162189499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  26162189499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  26162189499                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  26162189499                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.124921                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.124921                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.124921                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.124921                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 12139.410341                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 12139.410341                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 12139.410341                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 12139.410341                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                2154650                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst     15040472                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total        15040472                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      2211539                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       2211539                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  28634574497                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  28634574497                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst     17252011                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total     17252011                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.128190                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.128190                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 12947.804446                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 12947.804446                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst        56394                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total        56394                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      2155145                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      2155145                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  26162189499                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  26162189499                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.124921                       # mshr miss rate for ReadReq accesses (Ratio)
